"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Domain","Vocabulary","Standard Concept","Exclude","Descendants","Mapped"
"4","GLP-1RA without insulin","45774435","1551291","dulaglutide","Drug","RxNorm","S","false","true","false"
"4","GLP-1RA without insulin","44816332","1534763","albiglutide","Drug","RxNorm","S","false","true","false"
"4","GLP-1RA without insulin","40170911","475968","liraglutide","Drug","RxNorm","S","false","true","false"
"4","GLP-1RA without insulin","1583722","60548","exenatide","Drug","RxNorm","S","false","true","false"
"4","GLP-1RA without insulin","793143","1991302","semaglutide","Drug","RxNorm","S","false","true","false"
"4","GLP-1RA without insulin","44506754","1440051","lixisenatide","Drug","RxNorm","S","false","true","false"
"4","GLP-1RA without insulin","36410293","OMOP3102335","3 ML insulin degludec 100 UNT/ML / liraglutide 3.6 MG/ML Injectable Solution","Drug","RxNorm Extension","S","true","true","false"
"4","GLP-1RA without insulin","36410289","OMOP3102331","3 ML insulin degludec 100 UNT/ML / liraglutide 3.6 MG/ML Injectable Solution [Xultophy] by Novo Nordisk","Drug","RxNorm Extension","S","true","true","false"
"4","GLP-1RA without insulin","1718706","1860167","3 ML insulin degludec 100 UNT/ML / liraglutide 3.6 MG/ML Pen Injector","Drug","RxNorm","S","true","true","false"
"4","GLP-1RA without insulin","1718711","1860172","3 ML insulin degludec 100 UNT/ML / liraglutide 3.6 MG/ML Pen Injector [Xultophy]","Drug","RxNorm","S","true","true","false"
"4","GLP-1RA without insulin","1718604","1859000","3 ML insulin glargine 100 UNT/ML / lixisenatide 0.033 MG/ML Pen Injector [Soliqua]","Drug","RxNorm","S","true","true","false"
"4","GLP-1RA without insulin","1718712","1860173","insulin degludec 100 UNT/ML / liraglutide 3.6 MG/ML Pen Injector","Drug","RxNorm","S","true","true","false"
"4","GLP-1RA without insulin","1718713","1860174","insulin degludec 100 UNT/ML / liraglutide 3.6 MG/ML Pen Injector [Xultophy]","Drug","RxNorm","S","true","true","false"
"4","GLP-1RA without insulin","1718705","1860166","insulin degludec / liraglutide Pen Injector","Drug","RxNorm","S","true","true","false"
"4","GLP-1RA without insulin","1718709","1860170","insulin degludec / liraglutide Pen Injector [Xultophy]","Drug","RxNorm","S","true","true","false"
"4","GLP-1RA without insulin","21174087","OMOP266116","insulin degludec / liraglutide Prefilled Syringe [Xultophy]","Drug","RxNorm Extension","S","true","true","false"
"4","GLP-1RA without insulin","1718605","1859001","insulin glargine 100 UNT/ML / lixisenatide 0.033 MG/ML Pen Injector","Drug","RxNorm","S","true","true","false"
"4","GLP-1RA without insulin","1718606","1859002","insulin glargine 100 UNT/ML / lixisenatide 0.033 MG/ML Pen Injector [Soliqua]","Drug","RxNorm","S","true","true","false"
"4","GLP-1RA without insulin","44191345","OMOP3068068","3 ML insulin degludec 100 UNT/ML / liraglutide 3.6 MG/ML Prefilled Syringe Box of 5 by Novo Nordisk","Drug","RxNorm Extension","S","true","true","false"
"4","GLP-1RA without insulin","36055923","OMOP4981321","3 ML insulin glargine 100 UNT/ML / lixisenatide 0.033 MG/ML Injectable Solution [Suliqua] by Sanofi","Drug","RxNorm Extension","S","true","true","false"
"4","GLP-1RA without insulin","36055919","OMOP4981317","3 ML insulin glargine 100 UNT/ML / lixisenatide 0.05 MG/ML Injectable Solution [Suliqua] by Sanofi","Drug","RxNorm Extension","S","true","true","false"
"6","Drugs for CLRD","1105775","689","aminophylline","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1140088","3714","dyphylline","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","19049816","20976","oxtriphylline","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1237049","10438","theophylline","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1154161","88249","montelukast","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1111706","114970","zafirlukast","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1147878","40575","zileuton","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1115572","1347","beclomethasone","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","939259","19831","budesonide","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","902938","274964","ciclesonide","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1196514","25120","flunisolide","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1149380","41126","fluticasone","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","905233","108118","mometasone","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1111220","304962","arformoterol","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1196677","25255","formoterol","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","40240664","1114326","indacaterol","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","45775116","1546059","olodaterol","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1137529","36117","salmeterol","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","43532539","1424884","vilanterol","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1154343","435","albuterol","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1236744","10368","terbutaline","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1138050","19499","bitolterol","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1192218","237159","levalbuterol","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1123995","7688","metaproterenol","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1125449","33767","pirbuterol","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1112921","7213","ipratropium","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","42873639","1303098","aclidinium","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1106776","69120","tiotropium","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1110942","302379","omalizumab","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1152631","42612","cromolyn","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1114620","31563","nedocromil","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","19027186","7910","paramethasone","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1551099","8640","prednisone","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1506270","6902","methylprednisolone","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1550557","8638","prednisolone","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1518254","3264","dexamethasone","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","1507705","2878","cortisone","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","975125","5492","hydrocortisone","Drug","RxNorm","S","false","true","false"
"6","Drugs for CLRD","40236897","1091836","roflumilast","Drug","RxNorm","S","false","true","false"
"8","DPP-4I","40166035","857974","saxagliptin","Drug","RxNorm","S","false","true","false"
"8","DPP-4I","40239216","1100699","linagliptin","Drug","RxNorm","S","false","true","false"
"8","DPP-4I","43013884","1368001","alogliptin","Drug","RxNorm","S","false","true","false"
"8","DPP-4I","1580747","593411","sitagliptin","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1529331","16681","acarbose","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1530014","173","acetohexamide","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","44816332","1534763","albiglutide","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","43013884","1368001","alogliptin","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","43526465","1373458","canagliflozin","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","44785829","1488564","dapagliflozin","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","45774435","1551291","dulaglutide","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","45774751","1545653","empagliflozin","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","793293","1992672","ertugliflozin","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1583722","60548","exenatide","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1597756","25789","glimepiride","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1560171","4821","glipizide","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1559684","4815","glyburide","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","40239216","1100699","linagliptin","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","40170911","475968","liraglutide","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","44506754","1440051","lixisenatide","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1503297","6809","metformin","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1510202","30009","miglitol","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1502826","274332","nateglinide","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1525215","33738","pioglitazone","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1517998","139953","pramlintide","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1516766","73044","repaglinide","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1547504","84108","rosiglitazone","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","40166035","857974","saxagliptin","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","793143","1991302","semaglutide","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1580747","593411","sitagliptin","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1502809","10633","tolazamide","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1502855","10635","tolbutamide","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1515249","72610","troglitazone","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","19122137","596554","vildagliptin","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","19122121","5856","Insulin","Drug","RxNorm","N","false","true","false"
"10","Drugs for diabetes","1550023","86009","insulin lispro","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1502905","274783","insulin glargine","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1516976","139825","insulin detemir","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","35602717","1670007","insulin degludec","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","35605670","1740938","insulin argine","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","42899447","1309342","insulin, pork","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","46221581","1605101","insulin isophane","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1544838","400008","insulin glulisine, human","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1513849","314683","lente insulin, human","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1586369","221110","ultralente insulin, human","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1562586","93108","lente insulin, pork","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1567198","51428","insulin aspart, human","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1596977","253182","insulin, regular, human","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1586346","221109","insulin, regular, pork","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","19013951","314686","insulin, regular, beef","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","35198096","OMOP4819461","insulin aspart","Drug","RxNorm Extension","S","false","true","false"
"10","Drugs for diabetes","1590165","235275","insulin, regular, beef-pork","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1513876","314684","insulin lispro protamine, human","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1513843","314682","lente insulin, beef-pork","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1588986","631657","insulin human, rDNA origin","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","1531601","352385","insulin aspart protamine, human","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","19091621","236646","insulin, protamine zinc, human","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","19090187","235279","insulin, protamine zinc, pork","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","19090180","235278","insulin, protamine zinc, beef","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","19090249","235286","insulin, prompt zinc, pork","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","19090229","235283","insulin, prompt zinc, beef-pork","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","19013926","314685","insulin, protamine zinc, beef-pork","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","19090204","235280","lente insulin, beef","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","19090226","235282","ultralente insulin, beef","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","19090244","235284","insulin, prompt zinc, beef","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","19090247","235285","insulin, prompt zinc, human","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","19090221","235281","ultralente insulin, beef-pork","Drug","RxNorm","S","false","true","false"
"10","Drugs for diabetes","35884381","OMOP5031285","Recombinant Human Insulin","Drug","RxNorm Extension","S","false","true","false"
"11","Inpatient or Inpatient/ER visit","262","ERIP","Emergency Room and Inpatient Visit","Visit","Visit","S","false","true","false"
"11","Inpatient or Inpatient/ER visit","9201","IP","Inpatient Visit","Visit","Visit","S","false","true","false"
"16","type 1 diabetes mellitus","435216","420868002","Disorder due to type 1 diabetes mellitus","Condition","SNOMED","S","false","true","false"
"16","type 1 diabetes mellitus","201254","46635009","Type 1 diabetes mellitus","Condition","SNOMED","S","false","true","false"
"16","type 1 diabetes mellitus","40484648","444073006","Type 1 diabetes mellitus uncontrolled","Condition","SNOMED","S","false","true","false"
"17","gestational diabetes","4162865","372046001","Abnormal glucose tolerance test during pregnancy, childbirth and the puerperium","Condition","SNOMED","S","false","true","false"
"17","gestational diabetes","43021968","472971004","History of gestational diabetes mellitus","Observation","SNOMED","S","false","true","false"
"17","gestational diabetes","438480","39763004","Abnormal glucose tolerance in mother complicating pregnancy, childbirth AND/OR puerperium","Condition","SNOMED","S","false","true","false"
"17","gestational diabetes","4024659","11687002","Gestational diabetes mellitus","Condition","SNOMED","S","false","true","false"
"18","type 2 diabetes mellitus","443238","268519009","Diabetic - poor control","Condition","SNOMED","S","false","true","false"
"18","type 2 diabetes mellitus","201820","73211009","Diabetes mellitus","Condition","SNOMED","S","false","true","false"
"18","type 2 diabetes mellitus","442793","74627003","Complication due to diabetes mellitus","Condition","SNOMED","S","false","true","false"
"18","type 2 diabetes mellitus","40484648","444073006","Type 1 diabetes mellitus uncontrolled","Condition","SNOMED","S","true","true","false"
"18","type 2 diabetes mellitus","201254","46635009","Type 1 diabetes mellitus","Condition","SNOMED","S","true","true","false"
"18","type 2 diabetes mellitus","435216","420868002","Disorder due to type 1 diabetes mellitus","Condition","SNOMED","S","true","true","false"
"18","type 2 diabetes mellitus","201254","46635009","Type 1 diabetes mellitus","Condition","SNOMED","S","true","true","false"
"18","type 2 diabetes mellitus","195771","8801005","Secondary diabetes mellitus","Condition","SNOMED","S","true","true","false"
"18","type 2 diabetes mellitus","4058243","199223000","Diabetes mellitus during pregnancy, childbirth and the puerperium","Condition","SNOMED","S","true","true","false"
"18","type 2 diabetes mellitus","761051","138811000119100","Complication due to secondary diabetes mellitus","Condition","SNOMED","S","true","true","false"
"19","Chronic lower respiratory disease (CLRD)","256451","32398004","Bronchitis","Condition","SNOMED","S","false","true","false"
"19","Chronic lower respiratory disease (CLRD)","45768908","707440005","Exercise induced bronchospasm","Condition","SNOMED","S","false","true","false"
"19","Chronic lower respiratory disease (CLRD)","255573","13645005","Chronic obstructive lung disease","Condition","SNOMED","S","false","true","false"
"19","Chronic lower respiratory disease (CLRD)","317009","195967001","Asthma","Condition","SNOMED","S","false","true","false"
"19","Chronic lower respiratory disease (CLRD)","256449","12295008","Bronchiectasis","Condition","SNOMED","S","false","true","false"
"19","Chronic lower respiratory disease (CLRD)","4163244","45145000","Unilateral emphysema","Observation","SNOMED","S","false","true","false"
"19","Chronic lower respiratory disease (CLRD)","260139","10509002","Acute bronchitis","Condition","SNOMED","S","true","true","false"
"19","Chronic lower respiratory disease (CLRD)","256896","186178000","Tuberculosis of bronchus","Condition","SNOMED","S","true","true","false"
"19","Chronic lower respiratory disease (CLRD)","257775","23022004","Tuberculous bronchiectasis","Condition","SNOMED","S","true","true","false"
"19","Chronic lower respiratory disease (CLRD)","260134","71186008","Croup","Condition","SNOMED","S","true","true","false"
"19","Chronic lower respiratory disease (CLRD)","257778","27836007","Pertussis","Condition","SNOMED","S","true","true","false"
"19","Chronic lower respiratory disease (CLRD)","256722","396285007","Bronchopneumonia","Condition","SNOMED","S","true","true","false"
"19","Chronic lower respiratory disease (CLRD)","440748","77690003","Interstitial emphysema of lung","Condition","SNOMED","S","true","true","false"
"19","Chronic lower respiratory disease (CLRD)","255059","77593006","Congenital bronchiectasis","Condition","SNOMED","S","true","true","false"
"19","Chronic lower respiratory disease (CLRD)","45757063","103781000119103","Allergic bronchopulmonary mycosis","Condition","SNOMED","S","true","true","false"
"19","Chronic lower respiratory disease (CLRD)","261895","33325001","Compensatory emphysema","Condition","SNOMED","S","true","true","false"
"19","Chronic lower respiratory disease (CLRD)","3655113","846635004","Chronic respiratory condition caused by vapors","Condition","SNOMED","S","false","true","false"
"19","Chronic lower respiratory disease (CLRD)","439298","196019004","Bronchitis and pneumonitis due to chemical fumes","Condition","SNOMED","S","true","true","false"
"20","uveitis","440098","51995000","Rubeosis iridis","Condition","SNOMED","S","false","true","false"
"20","uveitis","441012","47269005","Primary cyst of pars plana","Condition","SNOMED","S","false","true","false"
"20","uveitis","435814","193508003","Degenerative changes of ciliary body","Condition","SNOMED","S","false","true","false"
"20","uveitis","434926","77971008","Iridocyclitis","Condition","SNOMED","S","false","true","false"
"20","uveitis","436397","418801006","Intraoperative floppy iris syndrome","Condition","SNOMED","S","false","true","false"
"20","uveitis","439018","87807004","Hypopyon","Condition","SNOMED","S","false","true","false"
"20","uveitis","4197154","314428001","Posterior cyclitis","Condition","SNOMED","S","false","true","false"
"20","uveitis","444068","22681004","Miotic cyst of pupillary margin","Condition","SNOMED","S","false","true","false"
"20","uveitis","4108968","193497004","Vogt-Koyanagi-Harada disease","Condition","SNOMED","S","false","true","false"
"20","uveitis","437863","63317005","Exudative cyst of pars plana","Condition","SNOMED","S","false","true","false"
"20","uveitis","441856","25859000","Degeneration of pupillary margin","Condition","SNOMED","S","false","true","false"
"20","uveitis","440104","95709007","Atrophic iris","Condition","SNOMED","S","false","true","false"
"20","uveitis","37118667","733316000","Disorder of anterior uveal tract","Condition","SNOMED","S","false","false","false"
"20","uveitis","432904","75229002","Hyphema","Condition","SNOMED","S","false","true","false"
"20","uveitis","4102177","193501009","Iris and ciliary body vascular disorder","Condition","SNOMED","S","false","true","false"
"20","uveitis","437268","45953007","Iridodialysis","Condition","SNOMED","S","false","true","false"
"20","uveitis","442301","5743005","Iridoschisis","Condition","SNOMED","S","false","true","false"
